StoreID,City,State,Date Last Winter Freeze,Date First Winter Freeze,Growing Season Length,Precip Jan,Precip Feb,Precip Mar,Precip Apr,Precip May,Precip Jun,Precip Jul,Precip Aug,Precip Sep,Precip Oct,Precip Nov,Precip Dec,Rain Jan,Rain Feb,Rain Mar,Rain Apr,Rain May,Rain Jun,Rain Jul,Rain Aug,Rain Sep,Rain Oct,Rain Nov,Rain Dec,Snow Jan,Snow Feb,Snow Mar,Snow Apr,Snow May,Snow Jun,Snow Jul,Snow Aug,Snow Sep,Snow Oct,Snow Nov,Snow Dec,Temp Jan,Temp Feb,Temp Mar,Temp Apr,Temp May,Temp Jun,Temp Jul,Temp Aug,Temp Sep,Temp Oct,Temp Nov,Temp Dec,Elevation,Longitude,Latitude,LastWinterFreezeDiff,FirstWinterFreezeDiff
2473,Mullins,SC,2009-04-19,2009-10-21,246,2.37,2.58,3.14,1.924,3.136,4.01,5.008,3.272,4.824,2.492,2.744,3.352,2.204,2.58,3.138,1.924,3.136,4.01,5.008,3.272,4.824,2.492,2.744,3.352,1.646,0,0.016,0,0,0,0,0,0,0,0,0,42.9,45.85,53.48,60.95,69.03,76.1,79.88,78.09,72.71,61.98,53.2,45.38,83.22,-79.2627840557383,34.1709912813447,-4,15
3046,Yucca Valley,CA,2009-04-06,2009-11-08,293,1.234,0.676,0.056,0.03,0.014,0,0.146,0.092,0.158,0.094,0.376,1.598,1.108,0.506,0.056,0.03,0.014,0,0.146,0.092,0.158,0.094,0.376,1.118,1.25,1.698,0,0,0,0,0,0,0,0,0,4.8,53.07,56.95,61.67,68.44,76.15,84.72,89.96,88.84,82.72,71.95,59.6,52.53,3216.21,-116.469087610977,34.1733476932629,-17,33
2643,Clarksdale,MS,2009-04-06,2009-10-31,266,3.646,2.64,3.808,4.274,4.184,2.632,3.412,2.302,5.734,5.298,2.126,5.376,3.53,2.53,3.808,4.274,4.184,2.632,3.412,2.302,5.734,5.298,2.126,5.376,1.452,1.128,0,0,0,0,0,0,0,0,0,0,40.51,45.56,53.61,62.41,71.43,79.01,81.98,80.31,74.48,63.69,52.75,43.84,155.55,-90.6410884214423,34.1783775307216,-17,25
1915,Plainview,TX,2009-04-17,2009-10-18,224,0.574,0.746,1.898,1.754,2.466,3.348,1.508,1.402,3.038,1.764,0.132,0.888,0.024,0.64,1.792,1.754,2.466,3.348,1.508,1.402,3.038,1.764,0.118,0.602,5.812,1.808,1.18,0,0,0,0,0,0,0,0.176,3.454,36.57,41.27,48.69,57.36,66.74,75.14,78.45,76.37,69.58,59.35,46.7,38.18,3422.06,-101.786745950625,34.1983501807644,-6,12
2376,Cumming,GA,2009-04-20,2009-10-31,251,3.882,3.706,5.64,3.086,3.526,3.29,4.002,3.05,5.034,3.984,2.938,4.818,3.55,3.628,5.476,3.086,3.526,3.29,4.002,3.05,5.034,3.984,2.938,4.706,3.636,0.792,1.644,0,0,0,0,0,0,0,0,1.672,40.03,43.79,51.08,58.6,66.26,73.39,77.38,76.33,70.6,59.89,51.03,43.03,1153.13,-84.0967865865824,34.201083021306,-3,25
2175,Haleyville,AL,2009-04-18,2009-10-18,232,3.27,2.842,5.532,4.378,4.048,4.202,4.278,3.342,4.538,4.738,2.942,5.862,2.96,2.702,5.53,4.378,4.048,4.202,4.278,3.342,4.538,4.738,2.942,5.84,3.482,1.432,0.008,0,0,0,0,0,0,0,0,0.194,38.7,43,51.5,59.5,67.4,74.5,78.1,77.5,71.7,60.6,50.8,42.1,848.28,-87.5973999307959,34.2073561058361,-5,12
2712,Florence,SC,2009-04-12,2009-11-02,253,2.462,2.83,3.362,2.35,3.294,4.628,5.646,3.152,5.084,2.54,2.996,3.586,2.094,2.83,3.36,2.35,3.294,4.628,5.646,3.152,5.084,2.54,2.996,3.586,3.68,0,0.02,0,0,0,0,0,0,0,0,0,45.05,48.45,55.86,63.29,71.07,77.67,81.22,79.64,74.56,64,55.41,47.53,124.67,-79.8239150966573,34.2086092664273,-11,27
2068,Cartersville,GA,2009-04-25,2009-10-12,212,4.242,3.544,5.688,3.518,3.364,3.206,4.184,3.346,4.45,4.68,2.874,4.802,3.88,3.436,5.686,3.518,3.364,3.206,4.184,3.346,4.45,4.68,2.874,4.738,3.73,1.086,0.008,0,0,0,0,0,0,0,0,0.654,39.55,43.26,51.12,58.67,66.78,74.36,77.97,77.01,71.17,59.93,50.79,42.65,833.61,-84.7774499661185,34.2099503098721,2,6
2282,Pontotoc,MS,2009-04-21,2009-10-23,235,3.662,3.324,5.488,4.116,5.676,2.418,5.248,2.884,5.574,6.138,2.538,5.934,3.46,3.258,5.488,4.116,5.676,2.418,5.248,2.884,5.574,6.138,2.538,5.934,2.764,0.802,0,0,0,0,0,0,0,0,0,0,39.73,44.06,52.45,60.52,69.09,76.52,80.31,79.29,73.09,61.85,51.55,43.12,398.11,-89.0165847771297,34.2134578829009,-2,17
2458,Commerce,GA,2009-04-22,2009-10-19,234,3.844,4.01,4.736,2.394,2.53,2.81,2.134,3.136,4.288,4.162,2.916,5.608,3.426,4.006,4.73,2.394,2.53,2.81,2.134,3.136,4.288,4.162,2.916,5.586,5.024,0.026,0.068,0,0,0,0,0,0,0,0,0.224,40.7,44.29,51.62,59.53,67.04,74.96,78.5,77.28,71.42,60.44,51.43,43.56,826.4,-83.4806441431267,34.2181334993811,-1,13
3675,Panorama City,CA,2009-03-19,2009-11-25,362,3.096,3.318,2.26,0.462,0.11,0.012,0.002,0.106,0.1,0.56,0.548,3.184,3.096,3.318,2.26,0.462,0.11,0.012,0.002,0.106,0.1,0.56,0.548,3.184,0,0,0,0,0,0,0,0,0,0,0,0,54.48,56.3,57.87,61.74,65.41,70.63,75.38,76.16,73.31,67.2,59.07,54.37,782.03,-118.444660412508,34.2242681254181,-35,50
3671,Oxnard,CA,2009-01-25,2010-01-25,362,1.76,2.822,0.59,0.424,0.178,0.098,0.054,0.048,0.138,0.752,0.234,3.178,1.76,2.822,0.59,0.424,0.178,0.098,0.054,0.048,0.138,0.752,0.234,3.178,0,0,0,0,0,0,0,0,0,0,0,0,55.26,56.01,56.64,58.75,60.83,63.87,66.65,67.7,66.81,63.8,59.01,55.5,162.96,-119.173560810491,34.2377055545534,-88,111
2378,Oakwood,GA,2009-04-20,2009-10-31,252,3.846,3.806,5.344,2.916,3.232,3.166,3.442,3.112,4.88,4.046,2.926,4.998,3.534,3.732,5.22,2.916,3.232,3.166,3.442,3.112,4.88,4.046,2.926,4.87,3.544,0.772,1.222,0,0,0,0,0,0,0,0,1.514,41.47,44.97,52.46,60.08,67.48,74.7,78.69,77.49,71.68,61.36,52.65,44.56,1146.77,-83.8944451754626,34.2377957756644,-3,25
2785,Leland,NC,2009-04-10,2009-11-05,265,3.426,2.982,3.386,1.088,3.716,3.9,7.042,6.238,10.732,2.874,3.242,4.742,3.204,2.93,3.386,1.088,3.716,3.9,7.042,6.238,10.732,2.874,3.242,4.742,2.228,0.522,0,0,0,0,0,0,0,0,0,0,45.73,48.07,54.65,62.24,69.78,76.63,80.69,79.31,74.54,64.34,56.24,48.52,25.89,-78.113898139923,34.2400060783269,-13,30
2459,Greenwood,SC,2009-04-27,2009-10-19,225,3.896,3.292,4.716,2.66,2.594,3.52,3.084,2.562,3.326,3.096,2.354,5.398,3.524,3.27,4.716,2.66,2.594,3.52,3.084,2.562,3.326,3.096,2.354,5.366,3.738,0.218,0,0,0,0,0,0,0,0,0,0.33,41.02,44.52,51.94,59.55,67.74,75.33,79.05,77.64,71.73,60.44,51.42,43.51,581.41,-82.1418455384767,34.2429974673325,4,13
2111,Canton,GA,2009-05-03,2009-10-14,226,3.96,3.53,5.54,3.304,3.468,3.296,4.602,3.492,4.47,4.328,2.866,4.652,3.492,3.452,5.538,3.304,3.468,3.296,4.602,3.492,4.47,4.328,2.866,4.51,4.856,0.81,0.01,0,0,0,0,0,0,0,0,1.434,38.89,42.72,50.57,58.17,66.1,73.31,76.99,76.03,70.29,59.37,50.42,42.21,1083.13,-84.5263191024334,34.2442938455339,10,8
2056,Fulton,MS,2009-04-26,2009-10-11,222,3.63,3.288,5.456,4.1,5.612,2.454,5.186,2.874,5.52,6.076,2.53,5.88,3.45,3.224,5.456,4.1,5.612,2.454,5.186,2.874,5.52,6.076,2.53,5.88,2.532,0.794,0,0,0,0,0,0,0,0,0,0.004,41.09,45.54,53.81,61.42,69.76,77.12,80.9,79.95,73.96,62.52,52.5,44.38,348.05,-88.3766049224282,34.2634362525363,3,5
3404,Porter Ranch,CA,2009-04-11,2009-11-12,301,3.088,3.312,2.248,0.462,0.112,0.012,0.002,0.106,0.102,0.558,0.546,3.184,3.088,3.312,2.248,0.462,0.112,0.012,0.002,0.106,0.102,0.558,0.546,3.184,0,0,0,0,0,0,0,0,0,0,0,0,53.7,55.4,57.2,61.3,65.2,71,76,76.8,73.5,66.8,58.2,53.6,1049.49,-118.556103703282,34.2803566252853,-12,37
3405,Simi Valley,CA,2009-04-11,2009-11-12,302,2.834,3.188,1.822,0.452,0.13,0.028,0.014,0.096,0.102,0.556,0.5,3.268,2.834,3.188,1.822,0.452,0.13,0.028,0.014,0.096,0.102,0.556,0.5,3.268,0,0,0,0,0,0,0,0,0,0,0,0,54.04,55.52,57.07,60.76,64.3,69.55,74.1,74.94,72.2,66.18,58.3,53.92,995.79,-118.769699181475,34.2838158952682,-12,37
2457,Whiteville,NC,2009-04-19,2009-10-19,243,2.698,2.594,3.11,1.232,3.228,2.988,4.794,4.69,5.822,2.72,2.832,3.78,2.546,2.594,3.108,1.232,3.228,2.988,4.794,4.69,5.822,2.72,2.832,3.78,1.494,0,0.01,0,0,0,0,0,0,0,0,0,44.41,47,54.07,61.61,69.53,76.47,80.38,78.88,73.81,63.23,55.1,47,81.73,-78.6773037382461,34.2953115691714,-4,13
2461,Newberry,SC,2009-04-22,2009-10-20,228,3.092,3.296,3.94,2.036,2.494,3.966,4.324,4.134,3.31,3.194,2.804,5.062,2.83,3.292,3.94,2.036,2.494,3.966,4.324,4.134,3.31,3.194,2.804,4.99,2.642,0.054,0,0,0,0,0,0,0,0,0,0.738,41.78,45.03,52.44,60.44,68.9,76.14,79.97,78.31,72.26,61.15,52.12,44.21,484.79,-81.624586150998,34.2958497737092,-1,14
2116,Batesville,MS,2009-04-18,2009-10-15,224,3.642,3.034,5.29,5.574,4.976,2.514,4.718,2.628,4.522,5.014,2.524,5.766,3.516,2.976,5.29,5.574,4.976,2.514,4.718,2.628,4.522,5.014,2.524,5.766,1.778,0.72,0,0,0,0,0,0,0,0,0,0,39.45,43.83,52.29,60.52,69.11,76.8,80.26,78.85,72.86,61.79,51.38,42.82,287.71,-89.9503879354835,34.3009794731618,-5,9
2160,Rome,GA,2009-04-23,2009-10-17,217,4.588,3.574,5.864,3.724,3.218,3.092,3.62,3.034,4.52,5.02,2.888,5.058,4.35,3.448,5.864,3.724,3.218,3.092,3.62,3.034,4.52,5.02,2.888,4.984,2.452,1.26,0,0,0,0,0,0,0,0,0,0.74,39.45,43.32,51.12,58.56,66.38,73.7,77.58,76.58,70.76,59.39,50.52,42.33,724.82,-85.2671662338978,34.3038506308419,0,11
2373,Arab,AL,2009-04-18,2009-10-31,241,4.024,2.926,5.996,5.04,3.46,2.868,3.882,3.416,3.77,4.724,3.04,6.856,3.696,2.796,5.996,5.04,3.46,2.868,3.882,3.416,3.77,4.724,3.04,6.742,4.058,1.322,0.002,0,0,0,0,0,0,0,0,1.148,40.05,43.73,51.98,59.32,67.62,75.19,78.96,78.04,72.08,60.96,51.23,42.83,911.81,-86.5033176913334,34.3264485512562,-5,25
2430,Sheridan,AR,2009-04-19,2009-10-15,222,3.406,3.092,4.614,6.256,5.14,2.352,3.608,2.812,4.706,6.006,2.628,5.902,2.88,2.988,4.584,6.256,5.14,2.352,3.608,2.812,4.706,6.006,2.628,5.872,5.574,1.268,0.302,0,0,0,0,0,0,0,0,0.296,39.88,45.17,53.46,61.42,69.72,77.17,81.21,79.96,73.36,62.35,51.16,43.06,274.56,-92.3797980146307,34.3269120852612,-4,9
2374,Guntersville,AL,2009-04-18,2009-10-31,239,4.064,3.06,6.012,4.784,3.508,2.832,3.952,3.406,3.804,4.676,3.04,6.524,3.898,2.974,6.012,4.784,3.508,2.832,3.952,3.406,3.804,4.676,3.04,6.5,2.154,0.866,0.002,0,0,0,0,0,0,0,0,0.234,39.98,43.49,51.78,59.18,67.66,75.35,79.05,78.15,72.16,61.06,51.28,42.69,912.33,-86.3508637879039,34.3397246974521,-5,25
2046,Oxford,MS,2009-04-27,2009-10-09,213,3.58,3.148,5.418,4.764,5.362,2.4,4.976,2.754,4.926,5.552,2.51,5.746,3.406,2.964,5.406,4.764,5.362,2.4,4.976,2.754,4.926,5.552,2.51,5.742,2.394,2.004,0.118,0,0,0,0,0,0,0,0,0.032,39.14,43.47,51.99,60.14,68.69,76.43,80.15,78.82,72.62,61.22,51.16,42.57,409.17,-89.4580741973196,34.3427165267825,4,3
2677,Hartwell,GA,2009-04-11,2009-11-01,254,3.946,3.346,4.62,2.59,2.64,3.732,2.984,2.062,3.396,3.258,2.22,5.554,3.606,3.302,4.62,2.59,2.64,3.732,2.984,2.062,3.396,3.258,2.22,5.552,3.41,0.456,0,0,0,0,0,0,0,0,0,0.024,41.35,44.87,52.76,60.41,68.48,75.6,79.29,78.15,72.12,61.14,52.07,44.08,729.67,-82.9140779530535,34.3535840975349,-12,26
2589,Stuttgart,AR,2009-04-11,2009-10-28,255,2.836,2.738,3.84,6.118,4.608,2.042,3.224,3.414,4.596,5.212,2.214,5.22,2.414,2.618,3.84,6.118,4.608,2.042,3.224,3.414,4.596,5.212,2.214,5.186,4.448,1.348,0,0,0,0,0,0,0,0,0,0.332,39.34,44.35,52.95,61.55,70.62,78.54,82.2,80.58,73.95,63.32,52.16,43.08,196.23,-91.5394920812938,34.3635805910417,-12,22
3403,Stevenson Ranch,CA,2009-04-11,2009-11-12,303,3.022,3.228,2.04,0.47,0.118,0.018,0.012,0.102,0.1,0.552,0.554,3.228,3.022,3.228,2.04,0.47,0.118,0.018,0.012,0.102,0.1,0.552,0.554,3.228,0,0,0,0,0,0,0,0,0,0,0,0,50.51,51.46,53.45,57.83,62.67,69.12,74.22,75.3,71.53,64.27,55.76,50.78,1319.85,-118.612926014797,34.3678800325374,-12,37
2509,Winnsboro,SC,2009-04-22,2009-10-23,244,2.768,3.228,3.628,1.822,2.568,4.374,5.336,4.554,3.176,3.148,3.008,4.764,2.464,3.146,3.628,1.822,2.568,4.374,5.336,4.554,3.176,3.148,3.008,4.676,3.062,0.83,0,0,0,0,0,0,0,0,0,0.888,41.71,45.13,52.89,60.94,69,76.2,80.11,78.37,72.4,61.56,52.64,44.33,450.9,-81.1032050665868,34.3763532152257,-1,17
2498,Hartsville,SC,2009-04-15,2009-10-23,247,2.534,2.846,3.418,2.324,3.22,4.772,6.17,3.316,4.68,2.588,3.014,3.638,2.166,2.834,3.388,2.324,3.22,4.772,6.17,3.316,4.68,2.588,3.014,3.526,3.688,0.116,0.3,0,0,0,0,0,0,0,0,1.122,43.81,47.13,54.61,62.4,70.29,77.15,80.57,78.77,73.58,62.98,54.34,46.37,236.93,-80.0769976589141,34.3982453369149,-8,17
2472,Dillon,SC,2009-04-19,2009-10-21,249,2.474,2.796,3.456,2.29,3.302,4.528,5.464,3.438,5.114,2.526,3.05,3.576,2.104,2.792,3.442,2.29,3.302,4.528,5.464,3.438,5.114,2.526,3.05,3.472,3.684,0.052,0.144,0,0,0,0,0,0,0,0,1.044,42.49,45.47,52.78,60.66,68.74,75.94,79.74,78.01,72.62,61.61,53.01,45.05,109.77,-79.3754697999853,34.4206472922524,-4,15
2091,Moulton,AL,2009-04-20,2009-10-14,218,3.352,2.782,5.584,4.568,3.812,4.084,4.098,3.346,4.276,4.698,2.988,6.146,3.17,2.75,5.584,4.568,3.812,4.084,4.098,3.346,4.276,4.698,2.988,6.128,2.216,0.312,0,0,0,0,0,0,0,0,0,0.176,40.6,44.86,53.17,60.94,68.86,75.86,79.21,78.12,72.01,60.8,51.11,43.62,666.38,-87.3301802652822,34.4374265036105,-3,8
2379,Dawsonville,GA,2009-04-20,2009-10-31,250,3.848,3.702,5.478,3.088,3.416,3.268,3.976,3.238,4.86,4.076,2.912,4.788,3.484,3.62,5.332,3.088,3.416,3.268,3.976,3.238,4.86,4.076,2.912,4.65,3.99,0.978,1.454,0,0,0,0,0,0,0,0,1.634,39.61,42.99,50.26,57.77,65.23,72.52,76.46,75.45,69.56,59.2,50.45,42.54,1278.01,-84.1513299768777,34.4404657485922,-3,25
2312,Hartselle,AL,2009-04-14,2009-10-26,237,4.03,2.846,5.976,5.198,3.368,2.85,3.78,3.384,3.684,4.79,3.04,7.1,3.84,2.78,5.976,5.198,3.368,2.85,3.78,3.384,3.684,4.79,3.04,7.078,2.414,0.658,0,0,0,0,0,0,0,0,0,0.204,39.37,43.08,51.46,59.22,67.54,75.3,78.97,77.91,71.72,60.43,50.91,42.51,674.33,-86.9396962325461,34.4428356847605,-9,20
2113,Jasper,GA,2009-05-03,2009-10-14,226,4.076,3.578,5.634,3.388,3.438,3.258,4.25,3.354,4.596,4.448,2.886,4.734,3.412,3.312,5.53,3.388,3.438,3.258,4.25,3.354,4.596,4.448,2.886,4.536,7.13,3.096,1.034,0,0,0,0,0,0,0,0,2.292,38.15,41.94,49.76,57.27,65.08,72.19,75.79,74.79,69.18,58.47,49.57,41.55,1334.45,-84.4296402900037,34.4584556114916,10,8
2367,Hot Springs,AR,2009-04-14,2009-10-30,249,3.266,3.36,5.342,5.384,6.732,2.188,5.632,2.542,4.57,5.55,2.642,5.322,2.766,2.72,5.342,5.384,6.732,2.188,5.632,2.542,4.57,5.55,2.642,5.304,5.47,6.57,0,0,0,0,0,0,0,0,0,0.18,39.85,44.68,52.83,61.06,69.08,76.81,81.59,80.49,73.46,62.55,51.02,42.49,577.23,-93.0931486079169,34.4602949948628,-9,24
2229,Sulphur,OK,2009-04-18,2009-10-20,231,0.46,1.042,2.08,2.964,4.118,5.424,1.652,1.812,2.064,2.136,0.618,1.75,0.212,0.878,2.08,2.964,4.118,5.424,1.652,1.812,2.064,2.136,0.618,1.452,2.618,2.43,0,0,0,0,0,0,0,0,0,2.974,37.95,43.64,51.94,60.76,69.06,77.08,82.29,81.67,73.98,62.96,50.46,41.18,986.35,-96.9759888645111,34.4815876643843,-5,14
2033,Fort Payne,AL,2009-05-09,2009-10-05,196,4.434,3.476,5.96,3.82,3.194,2.992,3.812,3.172,4.482,4.854,3.052,5.294,4.168,3.258,5.96,3.82,3.194,2.992,3.812,3.172,4.482,4.854,3.052,5.206,2.79,2.178,0,0,0,0,0,0,0,0,0,1.172,37.74,41.27,49.17,56.73,65.15,72.83,76.71,75.8,69.84,58.56,49.16,40.71,1173.79,-85.7699005475017,34.4836313525828,16,-1
2085,Laurens,SC,2009-04-28,2009-10-13,213,3.916,3.292,4.8,2.836,2.556,3.36,3.18,3.012,3.544,3.042,2.384,5.234,3.514,3.262,4.8,2.836,2.556,3.36,3.18,3.012,3.544,3.042,2.384,5.18,4.008,0.298,0,0,0,0,0,0,0,0,0,0.698,40.51,43.71,51.72,59.55,67.86,75.54,79.27,77.68,71.32,59.75,50.72,42.82,624.93,-82.044100723542,34.4949723645089,5,7
1934,Clovis,NM,2009-05-02,2009-10-18,209,0.298,0.52,1.098,0.866,1.03,1.912,1.876,1.682,1.772,1.278,0.158,0.612,0.012,0.234,0.984,0.866,1.03,1.912,1.876,1.682,1.772,1.264,0.102,0.228,5.05,3.668,1.538,0,0,0,0,0,0,0.14,0.572,4.85,37.98,42.39,49.15,56.93,66.01,74.5,77.49,75.61,68.86,58.52,46.77,38.87,4250.74,-103.293111560147,34.4957967742933,9,12
2161,Calhoun,GA,2009-04-23,2009-10-17,220,4.554,3.554,5.874,3.732,3.212,3.088,3.682,3.084,4.538,4.982,2.918,5.076,4.306,3.43,5.874,3.732,3.212,3.088,3.682,3.084,4.538,4.982,2.918,5.002,2.52,1.224,0,0,0,0,0,0,0,0,0,0.76,39.42,43.16,51.14,58.46,66.77,74.38,78.24,77.07,70.94,59.65,50.48,42.44,762.74,-84.9477807759515,34.497676560148,0,11
2906,Victorville,CA,2009-04-26,2009-10-27,236,1.252,1.31,0.322,0.222,0.088,0.006,0.034,0.15,0.108,0.29,0.528,1.986,1.232,1.31,0.322,0.222,0.088,0.006,0.034,0.15,0.108,0.29,0.528,1.778,0.198,0,0,0,0,0,0,0,0,0,0,2.088,45.5,49,52.9,58.7,66.2,74.2,80,79.6,73.8,63.2,51.9,45.1,3169.57,-117.294314957649,34.5029352635821,3,21
2107,Trion,GA,2009-05-01,2009-10-14,206,4.56,3.548,5.888,3.746,3.194,3.078,3.67,3.076,4.558,4.986,2.932,5.106,4.32,3.426,5.888,3.746,3.194,3.078,3.67,3.076,4.558,4.986,2.932,5.032,2.464,1.216,0,0,0,0,0,0,0,0,0,0.758,38.55,42.02,49.9,57.06,65.15,72.81,76.96,75.79,69.97,58.74,49.41,41.29,823.55,-85.2873687146342,34.5044804583217,8,8
2477,Anderson,SC,2009-04-23,2009-10-21,226,3.95,3.328,4.614,2.59,2.646,3.766,3.012,2.008,3.37,3.236,2.196,5.56,3.546,3.284,4.588,2.59,2.646,3.766,3.012,2.008,3.37,3.236,2.196,5.56,4.04,0.44,0.262,0,0,0,0,0,0,0,0,0.002,40.72,44.51,51.77,59.74,67.97,75.33,79.06,77.77,71.78,60.66,51.54,43.22,769.13,-82.6017462163031,34.5049770378756,0,15
2087,Cornelia,GA,2009-05-07,2009-10-13,226,3.898,3.756,4.814,2.554,2.684,3.164,2.656,2.758,4.104,3.86,2.694,5.502,3.284,2.966,4.776,2.554,2.684,3.164,2.656,2.758,4.104,3.86,2.694,5.272,6.722,7.986,0.376,0,0,0,0,0,0,0,0,2.39,39.31,42.57,49.89,57.5,65.07,72.62,76.35,75.21,69.7,59.11,50.1,42.18,1260.46,-83.5882161565968,34.5116326047456,14,7
2069,Russellville,AL,2009-04-27,2009-10-12,218,3.056,2.748,5.408,4.302,3.994,4.616,4.228,3.324,4.514,4.668,2.962,5.754,2.794,2.614,5.408,4.302,3.994,4.616,4.228,3.324,4.514,4.668,2.962,5.734,2.944,1.344,0,0,0,0,0,0,0,0,0,0.198,39.04,42.97,51.21,58.84,66.9,74.35,78.35,77.42,71.54,60.09,50.45,42.23,757.71,-87.8742731443536,34.5315163693206,4,6
2159,Decatur,AL,2009-04-18,2009-10-17,228,4.034,2.842,5.98,5.212,3.362,2.836,3.768,3.38,3.672,4.792,3.042,7.122,3.864,2.776,5.98,5.212,3.362,2.836,3.768,3.38,3.672,4.792,3.042,7.11,2.244,0.656,0,0,0,0,0,0,0,0,0,0.122,39.38,43.28,51.66,59.67,68.06,75.53,79.08,77.94,71.75,60.47,50.78,42.52,635.6,-86.9816199753866,34.5371744836113,-5,11
2306,Lawton,OK,2009-04-13,2009-10-26,237,0.674,0.888,1.688,2.71,3.316,3.066,3.108,2.112,2.664,3.06,0.45,1.198,0.542,0.746,1.672,2.71,3.316,3.066,3.108,2.112,2.664,3.06,0.45,0.934,1.994,1.754,0.168,0,0,0,0,0,0,0,0,2.792,38.11,43.6,52.23,61.26,70.38,79,84.06,82.99,74.72,63.5,50.56,40.79,1145.39,-98.47962623149,34.5652792026142,-10,20
2909,Palmdale,CA,2009-05-04,2009-10-27,255,1.49,1.3,0.468,0.276,0.03,0.006,0.044,0.006,0.052,0.488,0.434,1.516,1.488,1.3,0.468,0.276,0.03,0.006,0.044,0.006,0.052,0.488,0.434,1.332,0.02,0,0,0,0,0,0,0,0,0,0,1.848,45.17,48.85,52.95,58.84,66.69,75.16,81.17,80.17,73.81,63.31,51.52,44.33,2546.28,-118.222949823273,34.595554751246,11,21
2427,Lumberton,NC,2009-04-30,2009-10-14,236,2.42,2.584,4.142,2.322,3.134,3.93,4.156,4.896,5.288,2.238,3.53,3.304,2.004,2.554,4.088,2.322,3.134,3.93,4.156,4.896,5.288,2.238,3.53,3.186,4.156,0.306,0.526,0,0,0,0,0,0,0,0,1.188,42.2,45.08,52.51,60.56,68.48,75.67,79.35,77.75,72.26,61.21,52.92,44.84,145.91,-78.9408893308607,34.6016588725736,7,8
2228,Senatobia,MS,2009-04-18,2009-10-20,227,3.548,3.116,6.38,7.068,5.076,2.114,5.128,2.902,3.188,4.602,2.842,6.002,3.208,2.776,6.34,7.068,5.076,2.114,5.128,2.902,3.188,4.602,2.842,6,3.672,3.536,0.404,0,0,0,0,0,0,0,0,0.03,38.54,43.05,51.82,60.5,68.94,76.64,80.34,78.89,72.53,61.65,50.63,42.08,297.55,-89.900168541726,34.6028127850981,-5,14
2177,Bryant,AR,2009-04-19,2009-10-18,231,3.52,3.13,5.016,6.604,5.912,2.736,3.686,2.976,4.624,6.134,3.012,6.458,2.938,2.438,4.986,6.604,5.912,2.736,3.686,2.976,4.624,6.134,3.012,6.442,6.268,7.214,0.294,0,0,0,0,0,0,0,0,0.16,39.63,44.69,53.1,60.96,69.41,77.11,81.26,79.91,73.26,62.63,51.02,42.61,369.68,-92.4943506402582,34.6039694201242,-4,12
3442,Lompoc,CA,2009-03-25,2009-11-16,365,2.664,2.864,1.626,0.686,0.128,0.156,0.054,0.008,0.156,0.866,0.658,3.61,2.664,2.864,1.626,0.686,0.128,0.156,0.054,0.008,0.156,0.866,0.658,3.61,0,0,0,0,0,0,0,0,0,0,0,0,53.7,55.3,56.4,58.3,60,62.6,64.5,65.6,65.7,63,57.6,53.5,207.5,-120.393249960405,34.6049088624179,-29,41
2075,Cleveland,GA,2009-05-10,2009-10-12,205,3.93,3.734,5.078,2.75,2.922,3.192,3.12,2.832,4.4,3.938,2.772,5.304,3.27,3.436,4.988,2.75,2.922,3.192,3.12,2.832,4.4,3.938,2.772,5.11,7.098,3.128,0.886,0,0,0,0,0,0,0,0,2.078,38.15,41.39,48.59,56.21,63.86,71.32,75.13,74.2,68.55,57.81,48.9,41.06,1621.56,-83.7734995891413,34.6070486934965,17,6
1770,Belen,NM,2009-05-20,2009-10-10,181,0.25,0.28,0.29,0.57,0.374,0.868,1.554,0.76,1.118,0.866,0.176,0.836,0.236,0.202,0.29,0.57,0.374,0.868,1.554,0.76,1.118,0.866,0.172,0.562,0.154,0.846,0,0,0,0,0,0,0,0,0.038,3.192,34.1,39.8,46.6,53.2,62.3,71.5,75.9,74.3,66.8,55.5,42.5,34.3,4926.23,-106.670844948165,34.6072684042958,27,4
2283,Booneville,MS,2009-04-16,2009-10-24,234,3.602,3.236,5.476,4.204,5.526,2.634,5.11,2.838,5.398,5.958,2.574,5.858,3.41,3.172,5.476,4.204,5.526,2.634,5.11,2.838,5.398,5.958,2.574,5.856,2.63,0.812,0,0,0,0,0,0,0,0,0,0.02,38.63,43.19,51.9,60.1,68.4,75.91,79.73,78.56,72.16,60.76,50.73,42.04,465.14,-88.5471495461243,34.6515838798767,-7,18
2370,Hot Springs Village,AR,2009-04-14,2009-10-30,249,3.266,3.36,5.34,5.388,6.726,2.19,5.624,2.544,4.572,5.552,2.644,5.326,2.764,2.676,5.214,5.388,6.726,2.19,5.624,2.544,4.572,5.552,2.644,5.164,5.744,7.216,1.26,0,0,0,0,0,0,0,0,1.618,40.08,44.95,53.13,61.42,69.43,77.15,82.03,80.92,73.84,63.01,51.28,42.69,674.33,-92.9921368469621,34.6582983680398,-9,24
